type_host,host_species,host_auth,host_order,host_family,invalid_host,host_ref,family,generic,genus,genus_ref,genus_type,genus_type_ref,specific,species,species_ref,genus_ori,subgenus,species_syn,species_syn_ref,subspecies_syn,subspecies_syn_ref,subspecies,subspecies_ref,genus_syn,genus_syn_ref,genus_new_syn
,Sayornis nigricans,Swainson) ,Passer.,Tyrann.,,"Cicchino & Emerson, 1982:54",PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,foedus,foedus,"Kellogg & Chapman, 1899:87",Nirmus,,,,,,,,,,
,Sayornis phoebe,Latham) ,Passer.,Tyrann.,,"Cicchino & Emerson, 1982:54",PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,foedus,foedus,"Kellogg & Chapman, 1899:87",Nirmus,,,,,,,,,,
,Sayornis saya,Bonaparte) ,Passer.,Tyrann.,,"Cicchino & Emerson, 1982:54",PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,foedus,foedus,"Kellogg & Chapman, 1899:87",Nirmus,,,,,,,,,,
,Tolmomyias sulphurescens,Spix) ,Passer.,Tyrann.,,,PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,foedus,foedus,"Kellogg & Chapman, 1899:87",Nirmus,,,,,,,,,,
,Tyrannus dominicensis,Gmelin) ,Passer.,Tyrann.,,"Cicchino & Emerson, 1982:54",PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,foedus,foedus,"Kellogg & Chapman, 1899:87",Nirmus,,,,,,,,,,
,Tyrannus forficatus,Gmelin) ,Passer.,Tyrann.,,"Cicchino & Emerson, 1982:54",PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,foedus,foedus,"Kellogg & Chapman, 1899:87",Nirmus,,,,,,,,,,
,Tyrannus savana,Vieillot ,Passer.,Tyrann.,,"Cicchino & Emerson, 1982:54",PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,foedus,foedus,"Kellogg & Chapman, 1899:87",Nirmus,,,,,,,,,,
,Tyrannus tyrannus,L.) ,Passer.,Tyrann.,,"Cicchino & Emerson, 1982:54",PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,foedus,foedus,"Kellogg & Chapman, 1899:87",Nirmus,,,,,,,,,,
,Tyrannus verticalis,Say ,Passer.,Tyrann.,,"Cicchino & Emerson, 1982:54",PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,foedus,foedus,"Kellogg & Chapman, 1899:87",Nirmus,,,,,,,,,,
,Tyrannus vociferans,Swainson ,Passer.,Tyrann.,,"Cicchino & Emerson, 1982:54",PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,foedus,foedus,"Kellogg & Chapman, 1899:87",Nirmus,,,,,,,,,,
,Xolmis cinerea,Vieillot) ,Passer.,Tyrann.,,"Cicchino & Emerson, 1982:54",PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,foedus,foedus,"Kellogg & Chapman, 1899:87",Nirmus,,,,,,,,,,
,Cinclodes antarcticus,Garnot) ,Passer.,Furnari.,,"Cicchino & Emerson, 1982:56",PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,fusca,fusca,"Cicchino & Emerson, 1982:55",,,,,,,,,,,
*,Cinclodes fuscus fuscus,Vieillot),Passer.,Furnari.,,,PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,fusca,fusca,"Cicchino & Emerson, 1982:55",,,,,,,,,,,
,Cinclodes nigrofumosus,d'Orbigny & Lafresnaye) ,Passer.,Furnari.,,"Cicchino & Emerson, 1982:56",PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,fusca,fusca,"Cicchino & Emerson, 1982:55",,,,,,,,,,,
,Cinclodes oustaleti,Scott ,Passer.,Furnari.,,"Cicchino & Emerson, 1982:56",PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,fusca,fusca,"Cicchino & Emerson, 1982:55",,,,,,,,,,,
,Cinclodes patagonicus,Gmelin) ,Passer.,Furnari.,,"Cicchino & Emerson, 1982:56",PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,fusca,fusca,"Cicchino & Emerson, 1982:55",,,,,,,,,,,
*,Geocolaptes olivaceus theresae,Meinertzhagen ,Pic.,Pic.,,,PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,grundespectus,grundespectus,"Dalgleish, 1969:105",,,,,,,,,,,
*,Pitta maxima,Müller & Schlegel ,Passer.,Pitt.,,,PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,kelloggi,quadripustulosus,,Lipeurus,,kelloggi,"Hopkins & Clay, 1952:293",,,,,,,
*,Pitta oatesi oatesi,Hume) ,Passer.,Pitt.,,,PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,magnus,magnus,"Somadder & Tandan, 1977:130",,,,,,,,,,,
*,Pitta brachyura,L.) ,Passer.,Pitt.,,,PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,malaya,malaya,"Somadder & Tandan, 1977:125",,,,,,,,,,,
*,Dryocopus pileatus,L.) ,Pic.,Pic.,,,PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,marginatulus,marginatulus,"Harrison, 1916:117",Degeeriella,,,,,,,,,,
*,Dryocopus pileatus,L.) ,Pic.,Pic.,,,PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,marginatus,marginatulus,,Nirmus,,marginatus,"Hopkins & Clay, 1952:293",,,,,,,
,Pitta guajana,Müller) ,Passer.,Pitt.,,"Somadder & Tandan, 1977:135",PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,meinertzhageni,meinertzhageni,"Somadder & Tandan, 1977:133",,,,,,,,,,,
*,Pitta guajana affinis,Horsfield),Passer.,Pitt.,,,PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,meinertzhageni,meinertzhageni,"Somadder & Tandan, 1977:133",,,,,,,,,,,
*,Colaptes auratus,,,,? host,"Emerson, 1972a:130",PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,mississippiensis,snodgrassi,,Lipeurus,,mississippiensis,"Emerson, 1972a:130",,,,,,,
*,Ptilonorhynchus violaceus,Vieillot) ,Passer.,Ptilonorhynch.,,,PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,nitzschii,nitzschii,"Ponton, 1871:8",Nirmus,,,,,,,,,,
*,Pitta phayrei,Blyth) ,Passer.,Pitt.,,,PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,obscurus,obscurus,"Somadder & Tandan, 1977:131",,,,,,,,,,,
*,Dumetella carolinensis,L.) ,Passer.,Mim.,,,PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,orpheus,orpheus,"Osborn, 1896:227",Nirmus,,,,,,,,,,
*,Ptilonorhynchus violaceus,Vieillot) ,Passer.,Ptilonorhynch.,,,PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,pontoni,nitzschii,,Degeeriella,,pontoni,"Hopkins & Clay, 1952:294",,,,,,,
,Colaptes auratus,L.) ,Pic.,Pic.,,"Emerson, 1972a:130",PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,porisma,porisma,"Dalgleish, 1969:108",,,,,,,,,,,
*,Colaptes auratus cafer,Gmelin),Pic.,Pic.,,,PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,porisma,porisma,"Dalgleish, 1969:108",,,,,,,,,,,
*,Picoides assimilis,Blyth) ,Pic.,Pic.,,,PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,praeposterus,snodgrassi,,,,praeposterus,"Emerson, 1972a:130",,,,,,,
*,Melanerpes carolinus,L.) ,Pic.,Pic.,,,PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,praeposterus americana,snodgrassi,,,,,,praeposterus americana,"Carriker, 1956b:71 ",,,,,
*,Pitta maxima,Müller & Schlegel ,Passer.,Pitt.,,,PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,quadripustulatus,quadripustulosus,,Lipeurus,,quadripustulatus,"Hopkins & Clay, 1952:294",,,,,,,
*,Pitta maxima,Müller & Schlegel ,Passer.,Pitt.,,,PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,quadripustulosus,quadripustulosus,"Harrison, 1916:141",Esthiopterum,,,,,,,,,,
,Pitta sordida,Müller) ,Passer.,Pitt.,,"Somadder & Tandan, 1977:121",PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,quadripustulosus,quadripustulosus,"Harrison, 1916:141",Esthiopterum,,,,,,,,,,
,Pitta steerii,Sharpe) ,Passer.,Pitt.,,"Somadder & Tandan, 1977:121",PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,quadripustulosus,quadripustulosus,"Harrison, 1916:141",Esthiopterum,,,,,,,,,,
*,Basileuterus coronatus regulus,Todd ,Passer.,Parul.,,,PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,regulus,regulus,"Williams, 1979:638",,,,,,,,,,,
*,Picus chlorolophus,Vieillot ,Pic.,Pic.,,,PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,roberti,roberti,"Somadder & Tandan, 1975:23",,,,,,,,,,,
*,Pyrocephalus rubinus mexicanus,Sclater ,Passer.,Tyrann.,,,PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,rubina,foedus,,,,rubina,"Williams, 1979:634",,,,,,,
*,Furnarius rufus rufus,Gmelin) ,Passer.,Furnari.,,,PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,rufa,rufa,"Cicchino, 1981c:279",,,,,,,,,,,
,Melanerpes aurifrons,Wagler) ,Pic.,Pic.,,"Emerson, 1972a:130",PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,snodgrassi,snodgrassi,"Kellogg, 1896b:502",Lipeurus,,,,,,,,,,
,Melanerpes carolinus,L.) ,Pic.,Pic.,,"Emerson, 1972a:130",PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,snodgrassi,snodgrassi,"Kellogg, 1896b:502",Lipeurus,,,,,,,,,,
,Melanerpes erythrocephalus,L.) ,Pic.,Pic.,,"Emerson, 1972a:130",PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,snodgrassi,snodgrassi,"Kellogg, 1896b:502",Lipeurus,,,,,,,,,,
,Melanerpes formicivorus,Swainson) ,Pic.,Pic.,,"Dalgleish, 1969:111",PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,snodgrassi,snodgrassi,"Kellogg, 1896b:502",Lipeurus,,,,,,,,,,
,Melanerpes lewis,Gray) ,Pic.,Pic.,,"Emerson, 1972a:130",PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,snodgrassi,snodgrassi,"Kellogg, 1896b:502",Lipeurus,,,,,,,,,,
,Picoides albolarvatus,Cassin) ,Pic.,Pic.,,"Emerson, 1972c:179",PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,snodgrassi,snodgrassi,"Kellogg, 1896b:502",Lipeurus,,,,,,,,,,
,Picoides assimilis,Blyth) ,Pic.,Pic.,,"Dalgleish, 1969:113",PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,snodgrassi,snodgrassi,"Kellogg, 1896b:502",Lipeurus,,,,,,,,,,
,Picoides borealis,Vieillot) ,Pic.,Pic.,,"Emerson, 1972c:179",PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,snodgrassi,snodgrassi,"Kellogg, 1896b:502",Lipeurus,,,,,,,,,,
,Picoides darjellensis,Blyth) ,Pic.,Pic.,,"Dalgleish, 1969:113",PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,snodgrassi,snodgrassi,"Kellogg, 1896b:502",Lipeurus,,,,,,,,,,
,Picoides leucotos,Bechstein) ,Pic.,Pic.,,"Dalgleish, 1969:113",PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,snodgrassi,snodgrassi,"Kellogg, 1896b:502",Lipeurus,,,,,,,,,,
,Picoides macei,Vieillot) ,Pic.,Pic.,,"Dalgleish, 1969:113",PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,snodgrassi,snodgrassi,"Kellogg, 1896b:502",Lipeurus,,,,,,,,,,
,Picoides major,L.) ,Pic.,Pic.,,"Dalgleish, 1969:113",PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,snodgrassi,snodgrassi,"Kellogg, 1896b:502",Lipeurus,,,,,,,,,,
,Picoides nuttallii,Gambel) ,Pic.,Pic.,,"Emerson, 1972c:179",PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,snodgrassi,snodgrassi,"Kellogg, 1896b:502",Lipeurus,,,,,,,,,,
,Picoides pubescens,L.) ,Pic.,Pic.,,"Emerson, 1972a:130",PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,snodgrassi,snodgrassi,"Kellogg, 1896b:502",Lipeurus,,,,,,,,,,
,Picoides scalaris,Wagler) ,Pic.,Pic.,,"Emerson, 1972c:179",PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,snodgrassi,snodgrassi,"Kellogg, 1896b:502",Lipeurus,,,,,,,,,,
,Picoides stricklandii,Malherbe) ,Pic.,Pic.,,"Emerson, 1972c:179",PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,snodgrassi,snodgrassi,"Kellogg, 1896b:502",Lipeurus,,,,,,,,,,
,Picoides villosus,L.) ,Pic.,Pic.,,"Emerson, 1972a:130",PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,snodgrassi,snodgrassi,"Kellogg, 1896b:502",Lipeurus,,,,,,,,,,
*,Trochilus rufus,,,,? host,"Dalgleish, 1969:111",PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,snodgrassi,snodgrassi,"Kellogg, 1896b:502",Lipeurus,,,,,,,,,,
,Veniliornis kirkii,Malherbe) ,Pic.,Pic.,,"Dalgleish, 1969:113",PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,snodgrassi,snodgrassi,"Kellogg, 1896b:502",Lipeurus,,,,,,,,,,
*,Malacoptila striata,Spix) ,Pic.,Buccon.,,,PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,striata,striata,"Oniki & Emerson, 1981:511",,,,,,,,,,,
*,Picoides medius medius,L.) ,Pic.,Pic.,,,PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,superciliosa,superciliosa,"Nitzsch [In Giebel], 1866:370",Nirmus,,,,,,,,,,
*,Dendropicos namaquus,Lichtenstein) ,Pic.,Pic.,,,PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,thripias,thripias,"Clay & Meinertzhagen, 1938a:76",,,,,,,,,,,
*,Pitta venusta ussheri,Gould ,Passer.,Pitt.,,,PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,usheri,usheri,"Somadder & Tandan, 1977:129",,,,,,,,,,,
*,Podargus papuensis,Quoy & Gaimard ,Caprimulg.,Podarg.,,,PHILOPTERIDAE,Podargoecus,Podargoecus,"Emerson & Price, 1966a:224",Podargoecus papuensis,Emerson & Price,papuensis,papuensis,"Emerson & Price, 1966a:225",,,,,,,,,,,
*,Podargus strigoides,Latham) ,Caprimulg.,Podarg.,,,PHILOPTERIDAE,Podargoecus,Podargoecus,"Emerson & Price, 1966a:224",Podargoecus papuensis,Emerson & Price,strigoides,strigoides,"Emerson & Price, 1966a:227",,,,,,,,,,,
*,Aegotheles cristatus,White) ,Caprimulg.,Aegothel.,,,PHILOPTERIDAE,Podargoecus,Podargoecus,"Emerson & Price, 1966a:224",Podargoecus papuensis,Emerson & Price,tasmaniensis,tasmaniensis,"Price, 1976c:274",,,,,,,,,,,
*,Pipreola arcuata,Lafresnaye) ,Passer.,Coting.,,,PHILOPTERIDAE,Pseudocophorus,Pseudocophorus,"Carriker, 1940:281",Pseudocophorus antennatus,Carriker,antennatus,antennatus,"Carriker, 1940:282",,,,,,,,,,,
*,Procnias averano carnobarba,Cuvier) ,Passer.,Coting.,,,PHILOPTERIDAE,Pseudocophorus,Pseudocophorus,"Carriker, 1940:281",Pseudocophorus antennatus,Carriker,chasmorhynchus,chasmorhynchus,"Carriker, 1940:286",,,,,,,,,,,
*,Pipreola aureopectus decora,Bangs ,Passer.,Coting.,,,PHILOPTERIDAE,Pseudocophorus,Pseudocophorus,"Carriker, 1940:281",Pseudocophorus antennatus,Carriker,decoratus,decoratus,"Carriker, 1940:283",,,,,,,,,,,
*,Ampeloides tschudii,Gray) ,Passer.,Coting.,,,PHILOPTERIDAE,Pseudocophorus,Pseudocophorus,"Carriker, 1940:281",Pseudocophorus antennatus,Carriker,perijanus,perijanus,"Carriker, 1945b:188",,,,,,,,,,,
*,Pipreola intermedia intermedia,Taczanowski ,Passer.,Coting.,,,PHILOPTERIDAE,Pseudocophorus,Pseudocophorus,"Carriker, 1940:281",Pseudocophorus antennatus,Carriker,peruvianus,peruvianus,"Carriker, 1940:284",,,,,,,,,,,
*,Nothocercus bonapartei bonapartei,Gray) ,Tinam.,Tinam.,,,PHILOPTERIDAE,Pseudolipeurus,Pseudolipeurus,"Carriker, 1936:68",Lipeurus tinami,Carriker,bonapartei,bonapartei,"Carriker, 1953b:218",,,,,,,,,,,
*,Crypturellus obsoletus punensis,Chubb) ,Tinam.,Tinam.,,,PHILOPTERIDAE,Pseudolipeurus,Pseudolipeurus,"Carriker, 1936:68",Lipeurus tinami,Carriker,carrikeri,carrikeri,"Hopkins, 1942a:109",,,,,,,,,,,
*,Crypturellus obsoletus griseiventris,Salvadori) ,Tinam.,Tinam.,,,PHILOPTERIDAE,Pseudolipeurus,Pseudolipeurus,"Carriker, 1936:68",Lipeurus tinami,Carriker,conspicuus,conspicuus,"Guimarães, 1942d:282",,,,,,,,,,,
,Crypturellus soui albigularis,Brabourne & Chubb) ,Tinam.,Tinam.,,"Ward, 1957:347",PHILOPTERIDAE,Pseudolipeurus,Pseudolipeurus,"Carriker, 1936:68",Lipeurus tinami,Carriker,dubius,dubius,"Guimarães, 1942d:280",,,,,,,,,,,
,Crypturellus soui caquetae,Chapman) ,Tinam.,Tinam.,,"Ward, 1957:347",PHILOPTERIDAE,Pseudolipeurus,Pseudolipeurus,"Carriker, 1936:68",Lipeurus tinami,Carriker,dubius,dubius,"Guimarães, 1942d:280",,,,,,,,,,,
,Crypturellus soui caucae,Chapman) ,Tinam.,Tinam.,,"Ward, 1957:347",PHILOPTERIDAE,Pseudolipeurus,Pseudolipeurus,"Carriker, 1936:68",Lipeurus tinami,Carriker,dubius,dubius,"Guimarães, 1942d:280",,,,,,,,,,,
,Crypturellus soui harterti,Brabourne & Chubb) ,Tinam.,Tinam.,,"Ward, 1957:347",PHILOPTERIDAE,Pseudolipeurus,Pseudolipeurus,"Carriker, 1936:68",Lipeurus tinami,Carriker,dubius,dubius,"Guimarães, 1942d:280",,,,,,,,,,,
,Crypturellus soui meserythrus,Sclater) ,Tinam.,Tinam.,,"Ward, 1957:347",PHILOPTERIDAE,Pseudolipeurus,Pseudolipeurus,"Carriker, 1936:68",Lipeurus tinami,Carriker,dubius,dubius,"Guimarães, 1942d:280",,,,,,,,,,,
,Crypturellus soui mustelinus,Bangs) ,Tinam.,Tinam.,,"Ward, 1957:347",PHILOPTERIDAE,Pseudolipeurus,Pseudolipeurus,"Carriker, 1936:68",Lipeurus tinami,Carriker,dubius,dubius,"Guimarães, 1942d:280",,,,,,,,,,,
*,Crypturellus soui soui,Hermann),Tinam.,Tinam.,,,PHILOPTERIDAE,Pseudolipeurus,Pseudolipeurus,"Carriker, 1936:68",Lipeurus tinami,Carriker,dubius,dubius,"Guimarães, 1942d:280",,,,,,,,,,,
*,Crypturellus atrocapillus garleppi,Berlepsch) ,Tinam.,Tinam.,,,PHILOPTERIDAE,Pseudolipeurus,Pseudolipeurus,"Carriker, 1936:68",Lipeurus tinami,Carriker,garleppi,garleppi,"Carriker, 1944a:93",,,,,,,,,,,
*,Crypturellus undulatus undulatus,Temminck) ,Tinam.,Tinam.,,,PHILOPTERIDAE,Pseudolipeurus,Pseudolipeurus,"Carriker, 1936:68",Lipeurus tinami,Carriker,genitalis,macrogenitalis,,,,genitalis,"Ward, 1957:347",,,,,,,
*,Nothocercus nigrocapillus nigrocapillus,Gray) ,Tinam.,Tinam.,,,PHILOPTERIDAE,Pseudolipeurus,Pseudolipeurus,"Carriker, 1936:68",Lipeurus tinami,Carriker,grandis,grandis,"Carriker, 1936:73",,,,,,,,,,,
*,Crypturellus obsoletus obsoletus,Temminck) ,Tinam.,Tinam.,,,PHILOPTERIDAE,Pseudolipeurus,Pseudolipeurus,"Carriker, 1936:68",Lipeurus tinami,Carriker,longipes,longipes,"Piaget, 1880:329",Lipeurus,,,,,,,,,,
*,Crypturellus cinnamomeus sallaei,Bonaparte) ,Tinam.,Tinam.,,,PHILOPTERIDAE,Pseudolipeurus,Pseudolipeurus,"Carriker, 1936:68",Lipeurus tinami,Carriker,longipes robustus,similis,,,,,,longipes robustus,"Carriker, 1944a:91 ",,,,,
*,Crypturellus cinereus,Gmelin) ,Tinam.,Tinam.,,,PHILOPTERIDAE,Pseudolipeurus,Pseudolipeurus,"Carriker, 1936:68",Lipeurus tinami,Carriker,macconelli,macconelli,"Clay, 1937:133",,,,,,,,,,,
*,Crypturellus cinereus,Gmelin) ,Tinam.,Tinam.,,,PHILOPTERIDAE,Pseudolipeurus,Pseudolipeurus,"Carriker, 1936:68",Lipeurus tinami,Carriker,macrogenitalis,macconelli,,,,macrogenitalis,"Carriker, 1954d:131",,,,,,,
,Crypturellus undulatus,Temminck) ,Tinam.,Tinam.,,"Ward, 1957:347",PHILOPTERIDAE,Pseudolipeurus,Pseudolipeurus,"Carriker, 1936:68",Lipeurus tinami,Carriker,macrogenitalis,macrogenitalis,"Monteiro de Barros, 1933:43",Esthiopterum,,,,,,,,,,
*,Crypturellus undulatus vermiculatus,Temminck),Tinam.,Tinam.,,,PHILOPTERIDAE,Pseudolipeurus,Pseudolipeurus,"Carriker, 1936:68",Lipeurus tinami,Carriker,macrogenitalis,macrogenitalis,"Monteiro de Barros, 1933:43",Esthiopterum,,,,,,,,,,
,Crypturellus noctivagus,Wied) ,Tinam.,Tinam.,,"Ward, 1957:347",PHILOPTERIDAE,Pseudolipeurus,Pseudolipeurus,"Carriker, 1936:68",Lipeurus tinami,Carriker,megaceros,megaceros,"Guimarães, 1944b:209",,,,,,,,,,,
*,Crypturellus noctivagus noctivagus,Wied),Tinam.,Tinam.,,,PHILOPTERIDAE,Pseudolipeurus,Pseudolipeurus,"Carriker, 1936:68",Lipeurus tinami,Carriker,megaceros,megaceros,"Guimarães, 1944b:209",,,,,,,,,,,
*,Crypturellus cinereus,Gmelin) ,Tinam.,Tinam.,,,PHILOPTERIDAE,Pseudolipeurus,Pseudolipeurus,"Carriker, 1936:68",Lipeurus tinami,Carriker,megagenitalis,macconelli,,,,megagenitalis,"Ward, 1957:347",,,,,,,
*,Tinamus tao kleei,Tschudi) ,Tinam.,Tinam.,,,PHILOPTERIDAE,Pseudolipeurus,Pseudolipeurus,"Carriker, 1936:68",Lipeurus tinami,Carriker,peruvianus,peruvianus,"Carriker, 1944a:95",,,,,,,,,,,
*,Columba plumbea,,,,? host,"Hopkins & Clay, 1952:301",PHILOPTERIDAE,Pseudolipeurus,Pseudolipeurus,"Carriker, 1936:68",Lipeurus tinami,Carriker,plumbeus,plumbeus,"Pessôa & Guimarães, 1935c:105",Esthiopterum,,,,,,,,,,
