type_host,host_species,host_auth,host_order,host_family,invalid_host,host_ref,family,generic,genus,genus_ref,genus_type,genus_type_ref,specific,species,species_ref,genus_ori,subgenus,species_syn,species_syn_ref,subspecies_syn,subspecies_syn_ref,subspecies,subspecies_ref,genus_syn,genus_syn_ref,genus_new_syn
*,Melanocorypha bimaculata,Ménétries) ,Passer.,Alaud.,,,PHILOPTERIDAE,Philopterus,Philopterus,"Nitzsch, 1818:288",Pediculus ocellatus,Scopoli,turkmenicus,turkmenicus,"Fedorenko, 1984a:25",,,,,,,,,,,
*,Psilorhinus morio,Wagler) ,Passer.,Corv.,,,PHILOPTERIDAE,Philopterus,Philopterus,"Nitzsch, 1818:288",Pediculus ocellatus,Scopoli,underwoodi,underwoodi,"Carriker, 1903:130",Docophorus,,,,,,,,,,
*,Turdus ruficollis,Pallas ,Passer.,Turd.,,,PHILOPTERIDAE,Philopterus,Philopterus,"Nitzsch, 1818:288",Pediculus ocellatus,Scopoli,unifarius,unifarius,"Fedorenko & Kekilova, 1986:71",,,,,,,,,,,
*,Urocissa caerulea,Gould ,Passer.,Corv.,,,PHILOPTERIDAE,Philopterus,Philopterus,"Nitzsch, 1818:288",Pediculus ocellatus,Scopoli,urocissae,urocissae,"Price & Hellenthal, 1998:791",,,,,,,,,,,
,Urocissa erythrorhyncha,Boddaert) ,Passer.,Corv.,,"Price & Hellenthal, 1998:791",PHILOPTERIDAE,Philopterus,Philopterus,"Nitzsch, 1818:288",Pediculus ocellatus,Scopoli,urocissae,urocissae,"Price & Hellenthal, 1998:791",,,,,,,,,,,
,Urocissa flavirostris,Blyth) ,Passer.,Corv.,,"Price & Hellenthal, 1998:791",PHILOPTERIDAE,Philopterus,Philopterus,"Nitzsch, 1818:288",Pediculus ocellatus,Scopoli,urocissae,urocissae,"Price & Hellenthal, 1998:791",,,,,,,,,,,
*,Dendrocitta vagabunda pallida,Blyth) ,Passer.,Corv.,,,PHILOPTERIDAE,Philopterus,Philopterus,"Nitzsch, 1818:288",Pediculus ocellatus,Scopoli,vagabunda,crassipes,,,,vagabunda,"Price & Hellenthal, 1998:796",,,,,,,
*,Turdus viscivorus,L. ,Passer.,Turd.,,,PHILOPTERIDAE,Philopterus,Philopterus,"Nitzsch, 1818:288",Pediculus ocellatus,Scopoli,vernus,vernus,"Z{l-}otorzycka, 1964c:424",Docophorulus,,,,,,,,,,
*,Lanius vittatus,Valenciennes ,Passer.,Lani.,,,PHILOPTERIDAE,Philopterus,Philopterus,"Nitzsch, 1818:288",Pediculus ocellatus,Scopoli,vittati,vittati,"Ansari, 1955b:52",,,,,,,,,,,
*,Anthus trivialis trivialis,L.) ,Passer.,Motacill.,,,PHILOPTERIDAE,Philopterus,Philopterus,"Nitzsch, 1818:288",Pediculus ocellatus,Scopoli,vultuosus,vultuosus,"Z{l-}otorzycka, 1964c:425",Docophorulus,,,,,,,,,,
*,Turdus chiguanco chiguanco,Lafresnaye & d'Orbigny ,Passer.,Turd.,,,PHILOPTERIDAE,Philopterus,Philopterus,"Nitzsch, 1818:288",Pediculus ocellatus,Scopoli,zerini,zerini,"Ansari, 1955a:60",,,,,,,,,,,
*,Monticola saxatilis,L.) ,Passer.,Turd.,,,PHILOPTERIDAE,Philopterus,Philopterus,"Nitzsch, 1818:288",Pediculus ocellatus,Scopoli,zlotorzyckae,zlotorzyckae,"Mey, 1982a:192",Docophorulus,,,,,,,,,,
*,Emberiza bruniceps,Brandt ,Passer.,Emberiz.,,,PHILOPTERIDAE,Philopterus,Philopterus,"Nitzsch, 1818:288",Pediculus ocellatus,Scopoli,zohrae,zohrae,"Ansari, 1955b:58",,,,,,,,,,,
*,Turdus fuscater gigantodes,Cabanis ,Passer.,Turd.,,,PHILOPTERIDAE,Philopterus,Philopterus,"Nitzsch, 1818:288",Pediculus ocellatus,Scopoli,zulfi,zulfi,"Ansari, 1955a:62",,,,,,,,,,,
*,Crypturellus cinereus,Gmelin) ,Tinam.,Tinam.,,,PHILOPTERIDAE,Physconella,Physconella,"Paine, 1914a:23",Physconella kelloggi,Paine,cinerea,cinerea,"Carriker, 1955a:7",,,,,,,,,,,
,Crypturellus undulatus,Temminck) ,Tinam.,Tinam.,,"Carriker, 1955a:9",PHILOPTERIDAE,Physconella,Physconella,"Paine, 1914a:23",Physconella kelloggi,Paine,emersoni,emersoni,"Carriker, 1955a:8",,,,,,,,,,,
*,Crypturellus undulatus adspersus,Temminck),Tinam.,Tinam.,,,PHILOPTERIDAE,Physconella,Physconella,"Paine, 1914a:23",Physconella kelloggi,Paine,emersoni,emersoni,"Carriker, 1955a:8",,,,,,,,,,,
,Crypturellus atrocapillus,Tschudi) ,Tinam.,Tinam.,,,PHILOPTERIDAE,Physconella,Physconella,"Paine, 1914a:23",Physconella kelloggi,Paine,genitalis,genitalis,"Carriker, 1936:96",,,,,,,,,,,
*,Crypturellus atrocapillus garleppi,Berlepsch),Tinam.,Tinam.,,,PHILOPTERIDAE,Physconella,Physconella,"Paine, 1914a:23",Physconella kelloggi,Paine,genitalis,genitalis,"Carriker, 1936:96",,,,,,,,,,,
*,Crypturellus obsoletus punensis,Chubb) ,Tinam.,Tinam.,,,PHILOPTERIDAE,Physconella,Physconella,"Paine, 1914a:23",Physconella kelloggi,Paine,hamata,hamata,"Carriker, 1936:96",,,,,,,,,,,
*,Nothocercus julius,Bonaparte) ,Tinam.,Tinam.,,,PHILOPTERIDAE,Physconella,Physconella,"Paine, 1914a:23",Physconella kelloggi,Paine,julia,julia,"Carriker, 1955a:6",,,,,,,,,,,
*,Chamaepelia rufipennis,,,,? host,"Hopkins & Clay, 1952:290",PHILOPTERIDAE,Physconella,Physconella,"Paine, 1914a:23",Physconella kelloggi,Paine,kelloggi,kelloggi,"Paine, 1913:159",Ancistrocephalus,,,,,,,,,,
,Crypturellus soui panamensis,Carriker) ,Tinam.,Tinam.,,"Hopkins & Clay, 1952:290",PHILOPTERIDAE,Physconella,Physconella,"Paine, 1914a:23",Physconella kelloggi,Paine,kelloggi,kelloggi,"Paine, 1913:159",Ancistrocephalus,,,,,,,,,,
,Nothocercus bonapartei,Gray) ,Tinam.,Tinam.,,"Ward, 1957:348",PHILOPTERIDAE,Physconella,Physconella,"Paine, 1914a:23",Physconella kelloggi,Paine,nothocercae,nothocercae,"Carriker, 1936:97",,,,,,,,,,,
*,Nothocercus nigrocapillus nigrocapillus,Gray),Tinam.,Tinam.,,,PHILOPTERIDAE,Physconella,Physconella,"Paine, 1914a:23",Physconella kelloggi,Paine,nothocercae,nothocercae,"Carriker, 1936:97",,,,,,,,,,,
*,Crypturellus soui inconspicuus,Carriker) ,Tinam.,Tinam.,,,PHILOPTERIDAE,Physconella,Physconella,"Paine, 1914a:23",Physconella kelloggi,Paine,subsimilis,subsimilis,"Carriker, 1936:95",,,,,,,,,,,
,Columba plumbea delicata,Berlepsch & Stolzmann ,Columb.,Columb.,,"Price, Clayton & Hellenthal, 1999:202",PHILOPTERIDAE,Physconelloides,Physconelloides,"Ewing, 1927:94",Physconelloides ceratoceps,Ewing,anolaimae,anolaimae,"Carriker, 1961d:518",,,,,,,,,,,
*,Columba subvinacea,Lawrence),Columb.,Columb.,,,PHILOPTERIDAE,Physconelloides,Physconelloides,"Ewing, 1927:94",Physconelloides ceratoceps,Ewing,anolaimae,anolaimae,"Carriker, 1961d:518",,,,,,,,,,,
*,Zenaida aurita,Temminck) ,Columb.,Columb.,,,PHILOPTERIDAE,Physconelloides,Physconelloides,"Ewing, 1927:94",Physconelloides ceratoceps,Ewing,auritae,zenaidurae,,,,auritae,"Price, Clayton & Hellenthal, 1999:198",,,,,,,
,Petrophassa smithii,Jardine & Selby) ,Columb.,Columb.,,"Tendeiro, 1980b:139",PHILOPTERIDAE,Physconelloides,Physconelloides,"Ewing, 1927:94",Physconelloides ceratoceps,Ewing,australiensis,australiensis,"Tendeiro, 1969c:314",,,,,,,,,,,
*,Phaps chalcoptera chalcoptera,Latham) ,Columb.,Columb.,,,PHILOPTERIDAE,Physconelloides,Physconelloides,"Ewing, 1927:94",Physconelloides ceratoceps,Ewing,australiensis,australiensis,"Tendeiro, 1969c:314",,,,,,,,,,,
,Phaps elegans,Temminck) ,Columb.,Columb.,,"Palma & Barker, 1996:204",PHILOPTERIDAE,Physconelloides,Physconelloides,"Ewing, 1927:94",Physconelloides ceratoceps,Ewing,australiensis,australiensis,"Tendeiro, 1969c:314",,,,,,,,,,,
*,Columba palumbus,L.  ? host ,,,,"Price, Clayton & Hellenthal, 1999:201",PHILOPTERIDAE,Physconelloides,Physconelloides,"Ewing, 1927:94",Physconelloides ceratoceps,Ewing,branderi,spenceri,,,,branderi,"Price, Clayton & Hellenthal, 1999:201",,,,,,,
,Geotrygon veraguensis,Lawrence ,Columb.,Columb.,,"Price, Clayton & Hellenthal, 1999:199",PHILOPTERIDAE,Physconelloides,Physconelloides,"Ewing, 1927:94",Physconelloides ceratoceps,Ewing,ceratoceps,ceratoceps,"Ewing, 1927:94",,,,,,,,,,,
,Leptotila cassini,Lawrence) ,Columb.,Columb.,,,PHILOPTERIDAE,Physconelloides,Physconelloides,"Ewing, 1927:94",Physconelloides ceratoceps,Ewing,ceratoceps,ceratoceps,"Ewing, 1927:94",,,,,,,,,,,
,Leptotila jamaicensis,L.) ,Columb.,Columb.,,"Price, Clayton & Hellenthal, 1999:199",PHILOPTERIDAE,Physconelloides,Physconelloides,"Ewing, 1927:94",Physconelloides ceratoceps,Ewing,ceratoceps,ceratoceps,"Ewing, 1927:94",,,,,,,,,,,
,Leptotila plumbeiceps,Sclater & Salvin) ,Columb.,Columb.,,"Price, Clayton & Hellenthal, 1999:199",PHILOPTERIDAE,Physconelloides,Physconelloides,"Ewing, 1927:94",Physconelloides ceratoceps,Ewing,ceratoceps,ceratoceps,"Ewing, 1927:94",,,,,,,,,,,
,Leptotila rufaxilla,Richard & Bernard) ,Columb.,Columb.,,"Price, Clayton & Hellenthal, 1999:199",PHILOPTERIDAE,Physconelloides,Physconelloides,"Ewing, 1927:94",Physconelloides ceratoceps,Ewing,ceratoceps,ceratoceps,"Ewing, 1927:94",,,,,,,,,,,
*,Leptotila verreauxi,Bonaparte),Columb.,Columb.,,,PHILOPTERIDAE,Physconelloides,Physconelloides,"Ewing, 1927:94",Physconelloides ceratoceps,Ewing,ceratoceps,ceratoceps,"Ewing, 1927:94",,,,,,,,,,,
*,Geotrygon veraguensis,Lawrence ,Columb.,Columb.,,,PHILOPTERIDAE,Physconelloides,Physconelloides,"Ewing, 1927:94",Physconelloides ceratoceps,Ewing,chocoensis,ceratoceps,,,,chocoensis,"Price, Clayton & Hellenthal, 1999:199",,,,,,,
*,Geotrygon chrysia,Bonaparte ,Columb.,Columb.,,,PHILOPTERIDAE,Physconelloides,Physconelloides,"Ewing, 1927:94",Physconelloides ceratoceps,Ewing,cubanus,cubanus,"Tendeiro, 1980b:59",,,,,,,,,,,
,Geotrygon montana,L.) ,Columb.,Columb.,,"Price, Clayton & Hellenthal, 1999:199",PHILOPTERIDAE,Physconelloides,Physconelloides,"Ewing, 1927:94",Physconelloides ceratoceps,Ewing,cubanus,cubanus,"Tendeiro, 1980b:59",,,,,,,,,,,
*,Metriopelia melanoptera,Molina) ,Columb.,Columb.,,,PHILOPTERIDAE,Physconelloides,Physconelloides,"Ewing, 1927:94",Physconelloides ceratoceps,Ewing,emersoni,emersoni,"Tendeiro, 1987:69",,,,,,,,,,,
,Claravis mondetoura,Bonaparte) ,Columb.,Columb.,,,PHILOPTERIDAE,Physconelloides,Physconelloides,"Ewing, 1927:94",Physconelloides ceratoceps,Ewing,eurysema,eurysema,"Carriker, 1903:150",Goniocotes,,,,,,,,,,
,Claravis pretiosa,Ferrari-Perez) ,Columb.,Columb.,,"Price, Clayton & Hellenthal, 1999:202",PHILOPTERIDAE,Physconelloides,Physconelloides,"Ewing, 1927:94",Physconelloides ceratoceps,Ewing,eurysema,eurysema,"Carriker, 1903:150",Goniocotes,,,,,,,,,,
,Columbina minuta,L.) ,Columb.,Columb.,,"Price, Clayton & Hellenthal, 1999:202",PHILOPTERIDAE,Physconelloides,Physconelloides,"Ewing, 1927:94",Physconelloides ceratoceps,Ewing,eurysema,eurysema,"Carriker, 1903:150",Goniocotes,,,,,,,,,,
,Columbina passerina,L.) ,Columb.,Columb.,,"Price, Clayton & Hellenthal, 1999:202",PHILOPTERIDAE,Physconelloides,Physconelloides,"Ewing, 1927:94",Physconelloides ceratoceps,Ewing,eurysema,eurysema,"Carriker, 1903:150",Goniocotes,,,,,,,,,,
,Columbina picui,Temminck) ,Columb.,Columb.,,"Price, Clayton & Hellenthal, 1999:203",PHILOPTERIDAE,Physconelloides,Physconelloides,"Ewing, 1927:94",Physconelloides ceratoceps,Ewing,eurysema,eurysema,"Carriker, 1903:150",Goniocotes,,,,,,,,,,
,Columbina talpacoti,Temminck) ,Columb.,Columb.,,"Price, Clayton & Hellenthal, 1999:202",PHILOPTERIDAE,Physconelloides,Physconelloides,"Ewing, 1927:94",Physconelloides ceratoceps,Ewing,eurysema,eurysema,"Carriker, 1903:150",Goniocotes,,,,,,,,,,
*,Odontophorus guttatus,,,,? host,"Hopkins & Clay, 1952:291",PHILOPTERIDAE,Physconelloides,Physconelloides,"Ewing, 1927:94",Physconelloides ceratoceps,Ewing,eurysema,eurysema,"Carriker, 1903:150",Goniocotes,,,,,,,,,,
,Scardafella inca,Lesson) ,Columb.,Columb.,,"Price, Clayton & Hellenthal, 1999:203",PHILOPTERIDAE,Physconelloides,Physconelloides,"Ewing, 1927:94",Physconelloides ceratoceps,Ewing,eurysema,eurysema,"Carriker, 1903:150",Goniocotes,,,,,,,,,,
*,Claravis pretiosa,Ferrari-Perez) ,Columb.,Columb.,,,PHILOPTERIDAE,Physconelloides,Physconelloides,"Ewing, 1927:94",Physconelloides ceratoceps,Ewing,eurysema pretiosa,eurysema,,,,,,eurysema pretiosa,"Carriker, 1961d:519 ",,,,,
*,Camarhynchus productus,,,,? host,"Hopkins & Clay, 1952:291",PHILOPTERIDAE,Physconelloides,Physconelloides,"Ewing, 1927:94",Physconelloides ceratoceps,Ewing,galapagensis,galapagensis,"Kellogg & Kuwana, 1902:481",Goniocotes,,,,,,,,,,
,Zenaida galapagoensis,Gould ,Columb.,Columb.,,"Hopkins & Clay, 1952:291",PHILOPTERIDAE,Physconelloides,Physconelloides,"Ewing, 1927:94",Physconelloides ceratoceps,Ewing,galapagensis,galapagensis,"Kellogg & Kuwana, 1902:481",Goniocotes,,,,,,,,,,
*,Columbina passerina bahamensis,Maynard) ,Columb.,Columb.,,,PHILOPTERIDAE,Physconelloides,Physconelloides,"Ewing, 1927:94",Physconelloides ceratoceps,Ewing,johnsoni,johnsoni,"Price, Clayton & Hellenthal, 1999:203",,,,,,,,,,,
*,Columba fasciata albilinea,Bonaparte ,Columb.,Columb.,,,PHILOPTERIDAE,Physconelloides,Physconelloides,"Ewing, 1927:94",Physconelloides ceratoceps,Ewing,keleri,spenceri,,,,keleri,"Price, Clayton & Hellenthal, 1999:201",,,,,,,
*,Columbina minuta minuta,L.) ,Columb.,Columb.,,,PHILOPTERIDAE,Physconelloides,Physconelloides,"Ewing, 1927:94",Physconelloides ceratoceps,Ewing,mattogrossensis,eurysema,,Goniocotacanthus,,mattogrossensis,"Price, Clayton & Hellenthal, 1999:202",,,,,,,
*,Geotrygon montana montana,L.)  ? host ,,,,"Price, Clayton & Hellenthal, 1999:199",PHILOPTERIDAE,Physconelloides,Physconelloides,"Ewing, 1927:94",Physconelloides ceratoceps,Ewing,montana,ceratoceps,,,,montana,"Price, Clayton & Hellenthal, 1999:199",,,,,,,
*,Geotrygon linearis,Prevost) ,Columb.,Columb.,,,PHILOPTERIDAE,Physconelloides,Physconelloides,"Ewing, 1927:94",Physconelloides ceratoceps,Ewing,moyeri,moyeri,"Price, Clayton & Hellenthal, 1999:200",,,,,,,,,,,
*,Columbina passerina passerina,L.) ,Columb.,Columb.,,,PHILOPTERIDAE,Physconelloides,Physconelloides,"Ewing, 1927:94",Physconelloides ceratoceps,Ewing,passerinae,eurysema,,,,passerinae,"Price, Clayton & Hellenthal, 1999:202",,,,,,,
,Geotrygon frenata,Tschudi) ,Columb.,Columb.,,"Tendeiro, 1980b:41",PHILOPTERIDAE,Physconelloides,Physconelloides,"Ewing, 1927:94",Physconelloides ceratoceps,Ewing,perijae,perijae,"Carriker, 1961d:516",,,,,,,,,,,
*,Geotrygon linearis,Prevost),Columb.,Columb.,,,PHILOPTERIDAE,Physconelloides,Physconelloides,"Ewing, 1927:94",Physconelloides ceratoceps,Ewing,perijae,perijae,"Carriker, 1961d:516",,,,,,,,,,,
*,Geotrygon linearis infusca,Bangs ,Columb.,Columb.,,,PHILOPTERIDAE,Physconelloides,Physconelloides,"Ewing, 1927:94",Physconelloides ceratoceps,Ewing,perijae madgalenae,perijae,,,,,,perijae madgalenae,"Carriker, 1961d:517 ",,,,,
*,Columbina picui picui,Temminck) ,Columb.,Columb.,,,PHILOPTERIDAE,Physconelloides,Physconelloides,"Ewing, 1927:94",Physconelloides ceratoceps,Ewing,picuii,eurysema,,,,picuii,"Price, Clayton & Hellenthal, 1999:203",,,,,,,
*,Zenaida auriculata rubripes,Lawrence ,Columb.,Columb.,,,PHILOPTERIDAE,Physconelloides,Physconelloides,"Ewing, 1927:94",Physconelloides ceratoceps,Ewing,piotrowskii,zenaidurae,,,,piotrowskii,"Price, Clayton & Hellenthal, 1999:198",,,,,,,
*,Columbina picui picui,Temminck)  ? host ,,,,"Price, Clayton & Hellenthal, 1999:198",PHILOPTERIDAE,Physconelloides,Physconelloides,"Ewing, 1927:94",Physconelloides ceratoceps,Ewing,recurvatus,ceratoceps,,,,recurvatus,"Price, Clayton & Hellenthal, 1999:198",,,,,,,
*,Metriopelia ceciliae,Lesson) ,Columb.,Columb.,,,PHILOPTERIDAE,Physconelloides,Physconelloides,"Ewing, 1927:94",Physconelloides ceratoceps,Ewing,robbinsi,robbinsi,"Price, Clayton & Hellenthal, 1999:204",,,,,,,,,,,
*,Zenaida auriculata rubripes,Lawrence ,Columb.,Columb.,,,PHILOPTERIDAE,Physconelloides,Physconelloides,"Ewing, 1927:94",Physconelloides ceratoceps,Ewing,rubripes,zenaidurae,,,,rubripes,"Price, Clayton & Hellenthal, 1999:198",,,,,,,
*,Zenaida auriculata auriculata,Des Murs) ,Columb.,Columb.,,,PHILOPTERIDAE,Physconelloides,Physconelloides,"Ewing, 1927:94",Physconelloides ceratoceps,Ewing,rubripes longulus,zenaidurae,,,,,,rubripes longulus,"Tendeiro, 1980b:93 ",,,,,
,Columba leucocephala,L. ,Columb.,Columb.,,"Price, Clayton & Hellenthal, 1999:201",PHILOPTERIDAE,Physconelloides,Physconelloides,"Ewing, 1927:94",Physconelloides ceratoceps,Ewing,rufaxilla,rufaxilla,"Carriker, 1963c:37",,,,,,,,,,,
*,Leptotila rufaxilla hellmayri,Chapman  ? host ,,,,"Price, Clayton & Hellenthal, 1999:201",PHILOPTERIDAE,Physconelloides,Physconelloides,"Ewing, 1927:94",Physconelloides ceratoceps,Ewing,rufaxilla,rufaxilla,"Carriker, 1963c:37",,,,,,,,,,,
*,Geotrygon linearis silvestris,Dickey & van Rossem) ,Columb.,Columb.,,,PHILOPTERIDAE,Physconelloides,Physconelloides,"Ewing, 1927:94",Physconelloides ceratoceps,Ewing,silvestris,perijae,,,,silvestris,"Price, Clayton & Hellenthal, 1999:199",,,,,,,
*,Columba fasciata,Say ,Columb.,Columb.,,,PHILOPTERIDAE,Physconelloides,Physconelloides,"Ewing, 1927:94",Physconelloides ceratoceps,Ewing,spenceri,spenceri,"Emerson & Ward, 1958a:239",,,,,,,,,,,
,Columba speciosa,Gmelin ,Columb.,Columb.,,"Price, Clayton & Hellenthal, 1999:201",PHILOPTERIDAE,Physconelloides,Physconelloides,"Ewing, 1927:94",Physconelloides ceratoceps,Ewing,spenceri,spenceri,"Emerson & Ward, 1958a:239",,,,,,,,,,,
*,Phaps chalcoptera,Latham) ,Columb.,Columb.,,,PHILOPTERIDAE,Physconelloides,Physconelloides,"Ewing, 1927:94",Physconelloides ceratoceps,Ewing,strangeri,strangeri,"Tendeiro, 1980b:143",,,,,,,,,,,
*,Columbina talpacoti rufipennis,Bonaparte) ,Columb.,Columb.,,,PHILOPTERIDAE,Physconelloides,Physconelloides,"Ewing, 1927:94",Physconelloides ceratoceps,Ewing,talpacoti,eurysema,,,,talpacoti,"Price, Clayton & Hellenthal, 1999:202",,,,,,,
*,Zenaida asiatica,L.) ,Columb.,Columb.,,,PHILOPTERIDAE,Physconelloides,Physconelloides,"Ewing, 1927:94",Physconelloides ceratoceps,Ewing,wisemani,wisemani,"Emerson, 1960a:122",,,,,,,,,,,
*,Columba plumbea delicata,Berlepsch & Stolzmann ,Columb.,Columb.,,,PHILOPTERIDAE,Physconelloides,Physconelloides,"Ewing, 1927:94",Physconelloides ceratoceps,Ewing,wolfdietrichi,anolaimae,,,,wolfdietrichi,"Price, Clayton & Hellenthal, 1999:202",,,,,,,
,Columba livia,Gmelin ,Columb.,Columb.,,"Emerson, 1972a:128",PHILOPTERIDAE,Physconelloides,Physconelloides,"Ewing, 1927:94",Physconelloides ceratoceps,Ewing,zenaidurae,zenaidurae,"McGregor, 1917b:433",Goniodes,,,,,,,,,,
,Zenaida auriculata,Des Murs) ,Columb.,Columb.,,"Price, Clayton & Hellenthal, 1999:198",PHILOPTERIDAE,Physconelloides,Physconelloides,"Ewing, 1927:94",Physconelloides ceratoceps,Ewing,zenaidurae,zenaidurae,"McGregor, 1917b:433",Goniodes,,,,,,,,,,
,Zenaida aurita,Temminck) ,Columb.,Columb.,,"Price, Clayton & Hellenthal, 1999:198",PHILOPTERIDAE,Physconelloides,Physconelloides,"Ewing, 1927:94",Physconelloides ceratoceps,Ewing,zenaidurae,zenaidurae,"McGregor, 1917b:433",Goniodes,,,,,,,,,,
*,Zenaida macroura,L.),Columb.,Columb.,,,PHILOPTERIDAE,Physconelloides,Physconelloides,"Ewing, 1927:94",Physconelloides ceratoceps,Ewing,zenaidurae,zenaidurae,"McGregor, 1917b:433",Goniodes,,,,,,,,,,
*,Dicrurus hottentottus,L.) ,Passer.,Dicrur.,,,PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,acutus,acutus,"Piaget, 1880:148",Nirmus,,,,,,,,,,
*,Pitta angolensis angolensis,Vieillot ,Passer.,Pitt.,,,PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,angolensis,angolensis,"Somadder & Tandan, 1977:128",,,,,,,,,,,
*,Pitta versicolor,Swainson ,Passer.,Pitt.,,,PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,australis,australis,"Somadder & Tandan, 1977:121",,,,,,,,,,,
*,Gymnorhina tibicen,Latham) ,Passer.,Cractic.,,,PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,bimaculatus,bimaculatus,"Piaget, 1885:148",Nirmus,,,,,,,,,,
,Campethera abingoni,Smith) ,Pic.,Pic.,,"Dalgleish, 1969:105",PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,campethera,campethera,"Clay & Meinertzhagen, 1938a:75",,,,,,,,,,,
*,Campethera abingoni mombassica,Fischer & Reichenow),Pic.,Pic.,,,PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,campethera,campethera,"Clay & Meinertzhagen, 1938a:75",,,,,,,,,,,
,Campethera notata,Lichtenstein) ,Pic.,Pic.,,"Dalgleish, 1969:105",PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,campethera,campethera,"Clay & Meinertzhagen, 1938a:75",,,,,,,,,,,
,Campethera nubica,Boddaert) ,Pic.,Pic.,,"Dalgleish, 1969:105",PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,campethera,campethera,"Clay & Meinertzhagen, 1938a:75",,,,,,,,,,,
*,Picus canus,Gmelin ,Pic.,Pic.,,,PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,candidus,candidus,"Nitzsch, 1866:117",Nirmus,,,,,,,,,,
,Picus viridis,L. ,Pic.,Pic.,,"Dalgleish, 1969:108",PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,candidus,candidus,"Nitzsch, 1866:117",Nirmus,,,,,,,,,,
*,Dendropicos fuscescens hartlaubii,Malherbe ,Pic.,Pic.,,,PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,capitatus,capitatus,"Dalgleish, 1969:105",,,,,,,,,,,
*,Picus viridis viridis,L. ,Pic.,Pic.,,,PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,contiguus,candidus,,,,contiguus,"Dalgleish, 1969:106",,,,,,,
*,Geositta cunicularia cunicularia,Vieillot) ,Passer.,Furnari.,,,PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,cuniculariae,cuniculariae,"Cicchino, 1981c:280",,,,,,,,,,,
*,Dryobates major,,,,? host,"Dalgleish, 1969:106",PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,dissors,candidus,,,,dissors,"Dalgleish, 1969:106",,,,,,,
*,Pitta phayrei,Blyth) ,Passer.,Pitt.,,,PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,emersoni,emersoni,"Somadder & Tandan, 1977:127",,,,,,,,,,,
,Muscisaxicola rufivertex,d'Orbigny & Lafresnaye ,Passer.,Tyrann.,,,PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,foedus,foedus,"Kellogg & Chapman, 1899:87",Nirmus,,,,,,,,,,
*,Phainopepla nitens,,,,? host,"Cicchino & Emerson, 1982:54",PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,foedus,foedus,"Kellogg & Chapman, 1899:87",Nirmus,,,,,,,,,,
,Pitangus sulphuratus,L.) ,Passer.,Tyrann.,,"Cicchino & Emerson, 1982:54",PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,foedus,foedus,"Kellogg & Chapman, 1899:87",Nirmus,,,,,,,,,,
,Pyrocephalus rubinus,Boddaert) ,Passer.,Tyrann.,,"Cicchino & Emerson, 1982:54",PHILOPTERIDAE,Picicola,Picicola,"Clay & Meinertzhagen, 1938a:74",Picicola praeposterus,Clay & Meinertzhagen,foedus,foedus,"Kellogg & Chapman, 1899:87",Nirmus,,,,,,,,,,
